Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.2277080429552103;0.045642788102963308;0.75126307189678265;0.95435134815969391;9.7841600126658275
2030;1;0.80920353123291922;0.0021022120137326183;0.08090360710393156;0.73555542435173804;1.1475316660566299;11.831289043197097
2030;2;0.66273951014648758;0.0011334368647641924;0.032328080586055498;0.73353260371579165;1.2089735023944279;12.138825251887083
2060;3;0.48344153229799047;0.033169280848732718;0.10640734031113468;0.70454377397740364;1.7184512254932802;17.443088208781642
2060;4;0.38572802837299819;0.01896901766009762;0.072414375310270021;0.70187983481521732;1.79766878234302;18.054390330116984
2060;5;0.39554868031207585;0.013454611130936378;0.073685407929059837;0.70287722518244922;1.7920378793762246;17.830615777992694
2060;6;0.31407344164379403;0.0085566480104493081;0.0076809509350265204;0.700706413691351;1.9290330225175178;18.360776726351514
2100;7;0.2247960680418922;0.16744118434988131;0.061920280834795109;0.66576001527231343;3.1554152936716258;29.126812227213122
2100;8;0.17210446617741346;0.10615502682513878;0.056946705966420437;0.66226528000961371;3.2511998606177195;30.522767937601273
2100;9;0.1786313579644013;0.096033904788050961;0.064581518622100861;0.66299369368618299;3.2135858752586368;30.220607369688359
2100;10;0.14834000742317538;0.057204743339367425;0.055782118159965095;0.66062584550136316;3.2930555787146178;31.201861757104499
2100;11;0.18858319407181692;0.065326190904313464;0.074528866698298502;0.66421152438910214;3.1509249294116648;29.722567593879788
2100;12;0.1497414288747928;0.040565331346931188;0.051169026448445454;0.66154268244613867;3.2917155360696206;30.826644346945006
2100;13;0.15346053283229785;0.022637861771102052;0.0088290181575335566;0.66382466481205948;3.4230128307622714;29.952231928517879
2100;14;0.11590894021104697;0.014324030346823946;0.0031213245150128739;0.65978053459124986;3.4862678381254999;31.60904284464954
2200;15;0.030782051170948288;0.65758728067795147;0.010966585481651244;0.58342587558143988;13.568979666844577;96.371909820674048
2200;16;0.021553514483538226;0.19197107050530349;0.0098229532700247948;0.57906377884092941;14.422583197010786;103.08528666214255
2200;17;0.021673033853222733;0.6809255669606884;0.010695629652169259;0.57940117630365495;14.449267917865885;102.56867238783539
2200;18;0.017347442277724685;0.32631066984905033;0.010024333910851705;0.57663509999303786;14.993599209474139;107.06265437625501
2200;19;0.022644204966749494;0.75972987689869598;0.010894561478498268;0.57988252463456558;14.283530909803055;101.79222075857365
2200;20;0.017771937597167858;0.39751307682518444;0.010232756169267691;0.57692312008308022;14.885575122408525;106.57358696701084
2200;21;0.018059860363693728;0.70473591762709731;0.011848777096425449;0.5773780494584172;14.810266851484499;105.8268091665787
2200;22;0.015276581563839464;0.38635016142194445;0.010905416409558178;0.57528028381082319;15.223958739809257;109.33344293309203
2200;23;0.024212449621524954;0.878792216694535;0.011057976295403614;0.58067195306190911;13.978728999564817;100.52460356511557
2200;24;0.018405885240229646;0.50436949888972293;0.010405683277057326;0.57741160287446691;14.67414502920481;105.7430932578833
2200;25;0.019126903414665462;0.43601919241353926;0.014946571146232605;0.57876985593903263;14.425881864453094;103.54355724575655
2200;26;0.015353142112754159;0.27761489562116992;0.01408290628055286;0.57606535626524447;14.970759827567377;107.98474524009927
2200;27;0.023635137783059972;0.079422134863449401;0.042725345913230385;0.58516028643430984;13.492713385681713;93.892188366263611
2200;28;0.015266933811255814;0.051498229808899509;0.0058279779922680132;0.57962199249714286;14.74891489854665;102.292813976475
2200;29;0.015989019349022266;0.081121996053035161;0.0051008820635733533;0.5798857309817278;14.732814416006583;101.88424566585131
2200;30;0.011779114836794016;0.030444516878169736;0.0010244920581997938;0.57550551934751282;15.339497270343204;108.98612918358897
2300;31;0.0044763493451687288;1.8508288656846617;0.001813755398058628;0.52567877060512924;56.919520699446245;249.91393381288023
2300;32;0.0028600014643356533;-2.1564182663048825;0.0017180902396701097;0.5206977925113685;61.242894616732102;272.17273952207893
2300;33;0.0028424481235948111;2.8500446350527397;0.0018931995818585318;0.52103232154397894;62.422201425051945;270.80031242444835
2300;34;0.0021669239510653513;0.65269040937891987;0.0017971690436517258;0.51816353896795364;65.448056562755696;284.57693379346426
2300;35;0.0029179428651620559;2.7906472496532331;0.0019135795358497215;0.52151541805615842;61.783828380386304;268.53583214056687
2300;36;0.0021783213851140656;0.6497332027905145;0.0018183418590872612;0.51844702756864058;65.051972691377671;283.17005261779144
2300;37;0.002212893056168121;2.0693840532615582;0.0019343464155096026;0.51855265646289384;65.288683677307247;282.69635795732546
2300;38;0.0018169200899253298;0.46521192658133259;0.0018133599973478582;0.51643292548057751;67.505279309047225;293.28284797200183
2300;39;0.0030582122708681875;2.8316823378538913;0.0019140407208635816;0.52189988630670281;61.21243768472646;266.7399971599927
2300;40;0.0022453219958972499;0.63598479725612833;0.0018194076754483224;0.51867777183899999;64.675214635187487;282.023474544831
2300;41;0.0022723436643228559;2.1325861927266487;0.001932697476284947;0.51878711194041616;64.924801909204987;281.53613121877873
2300;42;0.001843863702796311;0.4806181846703339;0.0018135230756819002;0.51655874344065411;67.293090577443451;292.63240997765149
2300;43;0.0023446455941167092;2.2644634437455124;0.0019658091479641173;0.51927790311877298;64.209001304368371;279.12938975570694
2300;44;0.0018567765852730163;0.58477137546617541;0.0018483564066777373;0.51682144504821692;66.88120863332847;291.28314202211698
2300;45;0.0018864298545402138;1.6334447898316284;0.0020095583661654316;0.51691156572660157;67.015852174440155;290.85675412912735
2300;46;0.0016352137081680198;0.312480674715232;0.0018276697337019621;0.51537242982580045;68.650486185237611;298.74462293417673
2300;47;0.0032705338702774295;2.9154343930713367;0.0019103262656498608;0.52246303500202051;60.335633364099046;264.12715701884696
2300;48;0.0023433197197608095;0.59902566931526735;0.0018190025376871998;0.519019500884075;64.081617432952768;280.32976345648609
2300;49;0.0023530904525931604;2.2540613427551648;0.0019280999828897654;0.5191352149614944;64.360782026532291;279.81972056413122
2300;50;0.0018764580159840842;0.50620756574915049;0.0018121126303213709;0.51674877572177913;66.953176254039121;291.65039651517486
2300;51;0.0025470905313620933;2.5598972355226124;0.002027320292083972;0.52050222983879724;62.255954768039885;273.19833112127867
2300;52;0.0019009129436425422;0.72235818332302415;0.001919543575090993;0.51750475371620042;65.659658988303349;287.78499928561808
2300;53;0.0019274921594560589;1.9539188477594394;0.0020488292699201494;0.51758585805534907;65.832775087785251;287.41328531411489
2300;54;0.0016001260020862352;0.39149621946421576;0.0018790321584780279;0.51566242451639521;68.063030014449126;297.20537143787908
2300;55;0.0035936450656054802;1.0183107898754429;0.003306689932684773;0.52828277800107315;56.412754013211647;239.29059679791177
2300;56;0.0020221966290180989;0.65206741178513994;0.0032487673543392243;0.5218893598484976;61.99545374568725;266.88580855826302
2300;57;0.0022625830189107322;0.35326972648093147;0.011962205547765807;0.52336616226184252;60.807750514301482;260.23016631806411
2300;58;0.0014466234866160343;0.17714681837333046;0.0085058419938037824;0.51835471159569968;65.425803544281422;283.6583686137991
2300;59;0.0024051934655627636;0.44341912860872412;0.015649888472751824;0.52383444789718903;60.346894233053206;258.14724050961792
2300;60;0.001486957571181227;0.19945516744712677;0.0012021044310436212;0.51854733899951289;65.79512871357872;282.7853049376568
2300;61;0.0016284601626513318;0.19574544709541897;0.0032652667052219366;0.51865228647522643;65.559427130658293;282.25621450591672
2300;62;0.0011347905713362785;-0.0095245689266221234;9.9870145952965623e-07;0.51464292887435503;69.580287857953209;302.58372466717157
